title,company,location,job_desc,date_posted,date_scrapped,salary,website,word_desc
"Senior Machine Learning Engineer, Developer Advocacy - International Re",Hugging Face,"New York City, NY","Here at Hugging Face, we’re on a journey to advance and democratize Machine Learning for everyone. We create techniques that enable people to develop ML regardless of their backgro…",Not specified,2022-05-19,,careerjet,hug face ’ journey advance democratize machine learn everyone create technique enable people develop ml regardless backgro…
"Senior Engineering Manager, Machine Learning Systems",Etsy,"San Francisco, CA","Company Description   Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers ar…",Not specified,2022-05-19,,careerjet,company description etsy global marketplace unique creative good build power evolve tool technology connect entrepreneur buyer ar…
Big Data/Machine Learning Engineer - Sr,My3Tech,USA,Apex notes:  Not looking for someone who has touched AI/ML work.  Looking for someone who can take models and build it into an enterprise frame production environment.  Also needs …,Not specified,2022-05-19,,careerjet,apex note look someone touch ai ml work look someone take model build enterprise frame production environment also need …
Lead Machine Learning Engineer (Remote- Eligible),Capital One,"New York City, NY","11 West 19th Street (22008), United States of America, New York, New York   Lead Machine Learning Engineer (Remote- Eligible)   As a Capital One Machine Learning Engineer (MLE), yo…",1 day ago,2022-05-19,,careerjet,11 west 19th street 22008 united state america new york new york lead machine learn engineer remote eligible capital one machine learn engineer mle yo…
"Machine Learning, Software Engineer",Twilio,"New York City, NY",See yourself at Twilio   Join the team as our next ML Engineer   Who we are & why we're hiring   Twilio powers real-time business communications and data solutions that help build …,Not specified,2022-05-19,109280.0,careerjet,see twilio join team next ml engineer hire twilio power real time business communication data solution help build …
"Software Engineer III, Machine Learning, Core",Google,"San Diego, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,Not specified,2022-05-19,120000.0,careerjet,note google ’ hybrid workplace include remote office role apply position opportunity share preferred working location fol…
"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Seattle, WA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,Not specified,2022-05-19,142000.0,careerjet,note google ’ hybrid workplace include remote office role apply position opportunity share preferred working location fol…
"Software Engineer III, On-Device Machine Learning, TensorFlow",Google,"Mountain View, CA",Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the fol…,Not specified,2022-05-19,142000.0,careerjet,note google ’ hybrid workplace include remote office role apply position opportunity share preferred working location fol…
Lead Machine Learning Engineer,Dialexa,"Dallas, TX","Dialexa is expanding its Data Science practice and is looking for great talent to join us in building intelligent, next-generation platforms. Are you tired of just pushing out ones…",Not specified,2022-05-19,,careerjet,dialexa expand data practice look great talent join u build intelligent next generation platform tire push ones…
MACHINE LEARNING ENGINEER,Diverse Lynx,"New York City, NY","Job Description   Hi,   My name is Neha Agarwal and I'm an Account Manager at Diverse Lynx. We provide IT Consulting Services to our customers immediate and long-term resource need…",Not specified,2022-05-19,,careerjet,job description hi name neha agarwal im account manager diverse lynx provide consult service customer immediate long term resource need…
Lead Machine Learning - Remote,E-IT Professionals Corp,"Livonia, MI","1. 5+ years of strong hands-on experience developing APIs and modules using Python   2. 3+ years of hands-on experience of using common machine learning f/w like scikit-learn, NLTK…",7 days ago,2022-05-19,,careerjet,1 5 year strong hand experience develop apis module use python 2 3 year hand experience use common machine learn f w like scikit learn nltk…
Senior Machine Learning Engineer (Remote- Eligible),Capital One,"McLean, VA","Center 2 (19050), United States of America, McLean, Virginia   Senior Machine Learning Engineer (Remote- Eligible)   As a Capital One Machine Learning Engineer (MLE), you'll be par…",4 days ago,2022-05-19,,careerjet,center 2 19050 united state america mclean virginia senior machine learn engineer remote eligible capital one machine learn engineer mle youll par…
Machine Learning Operations Engineer (MLOps) - US Remote,Migo Money,"San Francisco, CA","WHAT WE DO   Migo is a that enables companies to offer credit to their consumer and small business customers. Leveraging proprietary datasets, Migo builds ML algorithms on transact…",4 days ago,2022-05-19,,careerjet,migo enable company offer credit consumer small business customer leverage proprietary datasets migo build ml algorithms transact…
Product Manager - Rotating Machines - HyBrid Remote,Bosch,"Oakbrook Terrace, IL","Company Description   Hybrid Schedule 60/40 - (Work Remote and Onsite)   Do you want beneficial technologies being shaped by your ideas? Whether in the areas of mobility solutions,…",11 days ago,2022-05-19,,careerjet,company description hybrid schedule 60 40 work remote onsite want beneficial technology shape idea whether area mobility solutions…
Welding Machine Repair Tech,The Reserves Network,"Winter Park, FL",Welder Machine Repair Tech   The Reserves Network is currently hiring a Welder Machine Repair Tech for a busy automotive manufacturer in the Winter Park area. The Welder Machine Re…,Not specified,2022-05-19,25.003,careerjet,welder machine repair tech reserve network currently hire welder machine repair tech busy automotive manufacturer winter park area welder machine re…
Machine Learning Scientist *Remote Work,Genentech,USA,"This position may be based out of New York, USA, with remote work locations possible in The United States.   The Position   The Machine Learning (ML) group within Prescient Design …",5 days ago,2022-05-19,150000.0,careerjet,position may base new york usa remote work location possible united state position machine learn ml group within prescient design …
